,0,1,2,3,4,5,6,7,8,9,10,11
1477,Pdgfrb,Ptprcap,Spc25,Scn3a,Rab34,Cep78,Ina,Crmp1,Gga2,Vcpip1,Lyz2,Phf21b
1478,Gpihbp1,Armcx2,9330158H04Rik,Ighd,Lrsam1,Fes,Gimap5,Sestd1,Pura,Mtmr10,Fcmr,Tenm4
1479,Tie1,Htr2b,Iapp,A230059L01Rik,Syt17,Ptch2,Zbtb48,Sv2a,Cbs,Pde5a,Tie1,Spc25
1480,Mn1,Ssh1,Adamtsl4,Pantr1,Pcdh7,Zswim6,Tle2,Fyn,Kctd13,Cldn5,Cd19,Tssk4
1481,Amdhd2,Arhgdig,Itprip,Gdap1,Thrsp,Smim38,Utp14a,Lrig2,Adamtsl1,Hspb6,Gnl3,C630043F03Rik
1482,Cd44,Pcdh7,Ly6h,Slc7a14,Cox4i2,Klhl6,Spock3,Snca,Atp12a,St3gal3,1700029I15Rik,Tbl3
1483,Aldh1a3,Stmn4,Plp1,Greb1,Sncaip,Tap1,Tbc1d31,Map3k20,Agtpbp1,Dpy19l1,Cep78,Knstrn
1484,H2-Ob,Wdr5,Dmtn,Gimap6,Nrip2,Cxcl9,Intu,Zeb2,Arrdc2,Klhl21,Trpv6,Xk
1485,St6galnac2,Rit2,Rian,Sell,Asphd2,Npc1l1,Htr4,Ikzf2,Pla2g6,Cdh5,Lyz1,Prdm6
1486,Ryr2,Hs2st1,Rgs7bp,Disp2,Cav2,Pcsk9,Bin2,Apoc1,Piezo1,Ceacam12,C2cd4b,Slc22a17
1487,Srpk3,Megf6,Ptprcap,Ly6c2,Fst,Mageh1,Napb,Ecscr,Hpcal4,Id4,Sema3g,Kat2b
1488,Rgs4,Wdr12,Pnpt1,Tmem173,Scn7a,Flt3,Tnfrsf13b,Bglap,Tnfrsf11b,Nckap1l,Myct1,Tapt1
1489,Vtn,Tha1,Agtr1a,Celf4,Il1rl1,Gpr132,Ap3b2,Trbc2,Snca,Dffb,Flt4,Pantr1
1490,Dock10,Slfn9,Tm4sf1,Map4k1,Igtp,Rgs14,Apoc2,Apol9a,Vstm5,Slc3a1,Nlrc5,Cebpb
1491,Ccdc88a,Slc35a1,Ndc80,P2rx7,Cxcr5,Cadps,Xpo4,Dennd2a,Ngfr,Asf1b,Defb45,Zfp532
1492,H2-DMb2,Itga2,Gm1673,Ccl22,Spib,Cxcr6,Cntn1,Cfh,Crabp1,Kctd14,Clps,Scn3a
1493,Cplx1,Dmkn,Htr2b,Wnk4,Evc2,Mogs,Slc7a14,Gfap,Lhfp,Inpp5d,Atp12a,Jph3
1494,Sst,Crabp1,Ptprd,Arhgap22,Gucy1b1,Mfng,Kif5c,Rab3c,Clba1,Trim30d,N4bp2os,Adipoq
1495,Gjc2,Tnfrsf11b,Cbarp,Dennd3,Eda,Cebpb,Cplx1,Fbxl8,Nhsl1,Lrat,Ttc37,Per1
1496,Rcan2,Renbp,Sh2d6,Prkcb,Ltb4r1,Fam49a,Arhgdig,Adamtsl4,Inmt,Gimap5,Ror1,C1qtnf9
1497,Gamt,Piwil4,Yrdc,Cd19,Cyp2e1,Ciita,Ppp2r2c,Matk,Gamt,Wdfy4,Ccdc88b,Hhip
1498,Slc44a2,Sfrp2,Sinhcaf,Trim44,Fbxo46,Lmln,Snhg11,Slc6a19,Jag2,Cd24a,P2rx1,St3gal2
1499,Slc7a14,Phox2b,Klhl21,Gcnt2,Car11,Ppard,Zfp956,Arhgdib,Magee1,Cyp2f2,Ighd,Kdr
1500,Evl,Chgb,Hmga2,Chsy3,Ro60,Tube1,Glipr2,Il33,Gimap5,Dusp6,Fut9,Kif26a
1501,Vat1,Foxf2,Sppl2b,Baz1b,Tnfrsf11b,Spns2,Syn1,Rcsd1,Reck,Ttc37,Zfp760,Rnf150
1502,Myc,Reep1,Dtx1,Ncf4,Fxyd2,Gm13261,Nr4a2,Dpp6,Mypop,Rad52,Fam72a,Lmln
1503,Rnf144b,Rgs7bp,Klf2,Map3k15,Pclo,Ms4a4c,Hif1a,Lrsam1,Slc18a2,Reg3b,Ly6d,Col9a2
1504,Mill2,Cd79b,C1qa,Adipoq,Fbn1,Ccl20,Snhg10,Ahcyl2,Gfap,C2cd2,Cbr2,Mxra8
1505,Slc5a7,Ccdc184,Il33,Bri3bp,Fxyd5,Myct1,Gzma,Kcna2,Birc6,Cacna2d1,Tff2,Bmp2
1506,Sulf1,Tmem173,Malat1,Cd209a,Mxra8,Ric1,Spire1,Dip2c,Ppfibp1,Fam162a,Gm4924,Hpcal4
1507,Gprasp2,Tcf4,Flt4,Ms4a4b,Il22ra2,9430065F17Rik,Mapk10,Nptxr,C3,Mgl2,Rfesd,Igf2
1508,Pla2g7,Npy1r,Phka2,Angptl8,Ms4a1,Selplg,Akna,Agfg1,Tmem158,Evl,H2-Q7,Fstl1
1509,Snap25,Dner,Fcna,Snap91,Six5,Mcm3,Cldn4,Irf5,Duoxa2,Klhl23,Lax1,Ptger4
1510,Icam2,Mcoln2,Tle2,Otud3,Inmt,Enpp2,Rasa4,Lrrn2,Vamp1,Ppard,Rpusd4,Gng4
1511,Gfap,Fut9,Trf,Il10ra,Gm2a,Lat,K230015D01Rik,Tmod2,Rcsd1,Alox5ap,Gprc5a,Gdap1
1512,Fat4,Chn1,Nrgn,Tctn3,Cr2,Hist1h1d,Rab3a,Sh3gl1,H2-DMa,Qk,Mycbpap,Col14a1
1513,Cacnb1,Rasl12,Mapk8ip2,Lilr4b,Sell,Gbp7,Cxcl14,Mapk10,Grik5,Slc15a2,Fgr,Irgm2
1514,Kcnq1ot1,Bicc1,B3galt2,Lrp11,Mdk,H2-Ob,Pfas,Plp1,Ankrd12,P2rx7,Tbc1d24,Wdr35
1515,Cdh2,Cacnb1,Tmem179,Ccl12,Vat1,Arhgap22,Rbm8a2,Lrrc66,Mrc2,Ptprb,Ewsr1,Tspan2
1516,Mest,Lrrk1,Acbd4,Mcm6,Vpreb3,Ctsw,Shmt1,Postn,Fat4,Asb3,Heg1,Fzd9
1517,Sgcb,Gm1673,Piwil4,Rassf5,Higd1b,Tmem154,Hhip,Dmtn,Pi16,Cfh,Hsd11b1,Atrn
1518,Napb,Rpusd4,Chn1,Arsg,Dennd5b,2610008E11Rik,Npnt,Ets1,Phactr1,Gsdmc3,Ppwd1,Elp6
1519,Cd93,Pstk,Armcx1,Rfx5,Ccr7,Cp,Itgal,Jmy,Rcn1,Tmem259,Mtmr10,Rims3
1520,Lix1,Elavl4,Cd79a,Cd79b,Gramd2,Noc4l,C2cd4b,Slc44a2,Fendrr,Mfap2,Spi1,Gsta3
1521,Slc10a4,Osr1,Pimreg,Rgs19,Blk,Cdc6,Apol9b,Tgfbr2,Napb,Fstl1,Rfx5,Scg3
1522,Frem2,Sinhcaf,Ifit1,Slc35d3,Rbms3,Parp8,Gm20939,Ptpn6,Cdh5,Prpf3,Cd2,Chl1
1523,Syp,Sez6l2,Cend1,Hps4,Ldhb,1010001B22Rik,Fap,Stmn4,Cadps,Ankrd44,Prpf3,Trim25
1524,Nrtn,Pibf1,Gamt,Pik3r5,Gca,Cd79a,Ints6l,Ndufa4l2,Kcna2,Sh2d6,Cr2,Pclo
1525,Adamts5,Lrch2,Matk,Il22ra2,Rbms1,Ccl22,Zbtb38,Necab2,Atl1,Me1,Serpina3g,Ampd2
1526,Cacna1d,Adamtsl1,Kcna2,Arl5c,Fcer2a,Borcs5,Trim7,Rnaseh2c,Zgpat,Fgfr1,Cfh,Mmd2
1527,Fmo1,Fgf13,Rbms1,Fcmr,Agtr1a,Fgr,Nrgn,Mest,Lcorl,Ccl8,Fcrla,Phox2a
1528,Cxxc5,Faim2,Mrc1,Blk,Srgap1,Map3k15,Gm20522,Khk,Mapk10,Ptpro,Pard3b,Ckap2l
1529,Lgi2,Rian,Wipf1,Vill,Pnliprp2,Tnfrsf13b,Tube1,Reep1,Entpd3,Sgcb,Gzma,Apc2
1530,Sv2a,Kansl2,Cadm3,Arhgef10l,Itga2b,Pik3r5,Syt4,Snn,Casp12,Ccn1,Apol9b,Fcna
1531,Snhg11,Gal,Cherp,Adrb2,Zgpat,Acap1,Ly6c2,Uvrag,Crmp1,Tmem158,Ccr7,Pnmal1
1532,Unc5a,Cd79a,Tff2,Cdt1,Pde4b,Lonrf1,Tnfaip2,Sfrp5,Podn,Nrros,Bach2,Hacd4
1533,Nmu,Melk,Cdh13,Cd37,Fam13c,Gbp6,Tac1,Basp1,Nrsn1,Map4k2,Ighg3,Serpinf1
1534,Adamtsl1,H2-Ab1,Kif1a,Lmln,Gpm6a,Ccl17,Minar2,Dyrk1b,Mmrn2,Notch3,Etv5,1700003I22Rik
1535,Sfrp2,Cd37,Nos1,Hhex,Snn,Banp,Cd72,Gprasp2,Tmem56,Angptl2,Zc3h8,Rab6b
1536,Il10ra,Npnt,Esam,AB124611,Gjc1,Arhgdib,Ptpro,Ifit3,Agfg1,Fam118a,Tia1,Hrh1
1537,Vstm2l,Slpi,Zcchc12,Ces2a,Cdh6,Smc4,Gramd2,Gm34030,Reep1,Flot2,Lat,Pou3f3
1538,Spns2,Wipf1,Galnt3,Ifi203,Npy,Slc6a19,AI838599,AW551984,Nkain4,Abi3bp,Yipf2,Aurka
1539,Dpp6,Rab3c,Pcsk2,Def6,Lbp,Rabgef1,Snap91,Osr1,Basp1,2900076A07Rik,Phip,Nudt7
1540,Cadm1,Cacna1d,Neurl4,Fcrl1,Tagap,Ets1,Zcchc12,Cttnbp2,Abcc8,Malt1,AB124611,Magee1
1541,Itga4,Sycn,Car11,Myo1g,Kras,Acaca,1700025G04Rik,Pcdh7,Ccdc152,Dennd4a,Vegfc,Slc6a19
1542,Pirb,2310079G19Rik,Hsd11b1,2610008E11Rik,Fmo1,Scara5,Wfdc18,Npnt,Cox4i2,B3gnt5,Zzz3,Foxf2
1543,Ptprb,Nptxr,Pkn3,Unc93b1,Tshz2,Gm47283,Emb,Cdh2,Slc30a10,Abca2,Fignl2,Sorcs2
1544,Ppfibp1,Magee1,Sesn3,Nrep,Gsdmc2,Knstrn,Gm28151,Ppie,Spire1,Myl4,B3galt2,Carmil3
1545,Chrdl2,Nav2,Sh3gl1,Gpnmb,Arhgap10,Mir142hg,Cadm1,Ly6h,Glipr1,Phka2,Hspbap1,Lgals12
1546,Gnl3,Flt4,Plxnb1,Ighg2c,Cpne4,Ppfia3,Amigo2,Renbp,Qk,Nup43,Cpn1,Necab2
1547,Nme6,Armcx1,Pla2g6,Tmeff2,Dkk2,Slc50a1,Hap1,Gamt,Kptn,Ntn1,Adig,Hsdl2
1548,Ptpro,Tubb2a,Lrrn2,Apol9b,Reck,Sprr1a,Otud3,Cep63,Mest,Thy1,Ltb,Cdc14a
1549,Hap1,Evc2,Hps4,Ppwd1,Ptprs,Adamts15,Abcc6,Sh3pxd2b,Zdhhc17,Dis3l,Vstm5,Ccn1
1550,Hsd11b1,Cend1,Znrf1,Stk39,Ppm1f,Egr1,Cdk5rap2,C1qb,Peg3,Nxpe2,Fbxl8,Pigv
1551,Megf6,Tppp3,Espl1,Gm10501,Galnt18,Gm17025,Fosb,Ifi27l2a,Slc2a3,Mmrn2,Napsa,Syt6
1552,Enpp3,Ung,Pyy,Ewsr1,Ighd,Pimreg,Zfp532,Fst,Tle1,Il16,Cldn4,Fabp1
1553,Sema3f,P2rx2,Grik5,Plch2,Cdk14,Lilr4b,Wnt4,Lyz1,Rbms2,Prpf39,Tbp,Podxl2
1554,Emilin2,Syt1,Paqr7,Igflr1,Gpihbp1,Cdkn1b,Trim21,Reln,Tie1,Tnfaip2,Rbp2,Sspn
1555,Stmn4,Arrb2,Pogk,Samsn1,Lyz1,Tbc1d31,Ubiad1,Nefl,Csta1,Tet2,H2-Oa,Itm2a
1556,Fgf10,Rapgef3,Nab2,H2-Oa,C1qtnf9,Ccr2,Bod1l,Rtn4rl1,Fndc1,Tpx2,H2-Ab1,Galnt15
1557,Kif26a,Gstp3,Ptprz1,Tmem154,Rgs4,Rasgrp3,Snca,Dbh,Gprasp2,Zdhhc8,Cxcl10,Trip6
1558,Magee1,Sidt1,Utp20,Emsy,Kctd13,Zfp532,Syt6,Cav2,Apc,Tubb2a,Tbc1d31,Pcolce2
1559,Htr4,Vwf,Ddx27,Tssk4,Zfhx3,Ripor2,H2afx,Snhg11,Dpp6,Fyn,Nckap1l,Syn1
1560,Mapk8ip2,Vars2,Mef2c,Vpreb3,Armcx2,Nlrc5,Plcg2,Sfrp1,Slc15a2,Plcg2,Cdh5,Cdh2
1561,Hbb-bt,Cytl1,Trim44,Ifitm6,Col18a1,Tagap,Cdca7,Car11,Lrp11,Slc38a9,Itln1,Entpd3
1562,Hpcal4,Cc2d2a,Cenpe,AI662270,Apoc1,Wipf3,Syt17,Tbc1d10b,Eef1a2,Cfp,Unc45b,Caly
1563,Cdc20,Sept1,Nuf2,Ltb4r1,Cetn4,Pprc1,Clca3a2,Olfml2b,Fzd9,Foxk1,Slfn2,Dab2
1564,P2rx2,Dmtn,Adamts1,Rap2b,Podxl2,Myo1g,Spib,Igf2,Slc25a37,Zfp948,Npc1l1,Adgrl1
1565,Bglap,2510046G10Rik,Plat,H2-DMb2,Nlgn3,Mmp12,Arhgef10l,Sgcb,Cramp1l,Ptger1,Adcy7,Bmerb1
1566,Sh3gl1,Mapk8ip2,Arhgdig,Ccr10,Ntrk3,Gm28151,Hps4,Ptprb,Dip2c,Zfp217,Cxcr5,Sln
1567,Cbs,Tent5c,Chodl,4931414P19Rik,Fads1,Pogk,Fktn,Syt4,Pik3r5,Banp,Noc4l,Foxk1
1568,Nup85,Ank2,Ncapg,Asphd2,Nnmt,Tmem273,Alkbh8,Sox10,Ifit3,Ccnb1,Fam98a,Elavl4
1569,Spi1,Rgs4,Zcchc18,1700029I15Rik,C330018D20Rik,Cd72,Tnrc6b,Iapp,Nrtn,Pla2g6,Fcer2a,Acbd4
1570,Arhgef10l,Nos1,Chrna3,Vamp1,Dnajc6,Adrb2,9230112E08Rik,Elk3,Kif26a,Arhgap9,Rasgrp3,Lcorl
1571,Zfp707,Dbh,Sulf1,Grk3,Gfpt2,AI838599,Tmem154,Rassf2,Slc10a4,Tmem191c,Fabp1,Malat1
1572,AI467606,Cmtm7,Abi3bp,Scai,Ubd,Scai,Neurl4,Adamts1,Megf9,Il2rg,Ubiad1,Aatk
1573,Cytl1,Mfap3l,Coro1a,Susd3,Sez6l,Tssk4,Tmem59l,Gm1673,Dnm1,Cdkn1b,Gm28151,Gm48898
1574,Snca,Mettl16,Reln,Nt5e,Apoa1,Atp12a,Grp,Fam49a,Sgcb,Cd53,Banp,Vars2
1575,Cxcl14,Pear1,Sez6l2,Osbpl8,Adgrb1,Notch4,Pik3cd,Slc18a3,Gm34030,Ckap2l,Vpreb3,Sstr2
1576,Entpd3,Snapc4,Scg5,Gfi1,Kirrel,Hoxa5,B230354K17Rik,Dtx1,Ankrd44,Zdhhc17,Ubd,Lbp
1577,Hopx,Lbp,Fhod3,Cyp4f18,Rspo3,Lrp4,Mir17hg,Anpep,Ecscr,Lyrm7,Atf3,Clip3
1578,Rit2,Lcp1,Aatk,Serpina3g,Rtl8b,Hoxb4,Tctn3,Adamtsl1,Sox10,Mcm3,Ms4a4c,Myl1
1579,Bicc1,Sox10,Spns2,Slc9a5,Dlk1,Prg2,Smc4,Lst1,Plcg1,Timp2,Pus7,Gcnt2
1580,Rapgef3,Rspo3,Cpsf6,Vcam1,Zfp707,Arl4c,Rap2b,Grik5,E230001N04Rik,Mettl14,Smndc1,Ppp2r5e
1581,Selplg,Car11,BC029722,Lrrk2,Dok2,Runx3,9430065F17Rik,Pde4b,Rab3c,Nhsl1,Il7r,Slc15a2
1582,Pear1,Ppm1f,Sh3pxd2b,Gimap8,Tbc1d10b,Sash3,Peli2,Vsir,Ndufa4l2,Prc1,Ikzf1,Syt17
1583,Gm1673,Vat1l,Hpn,Tbc1d10c,Adamtsl4,Col15a1,Pdgfrb,Rit2,Igf1r,Ets1,Fnip1,Als2cl
1584,Mapk10,Smc2,Dusp26,Cxcr5,Rnaseh2c,Hoxa9,Zfp992,Ap1s3,Gng4,Zfp958,Haao,Gfap
1585,Slc2a3,Tmem179,Flt3l,Fam72a,Clca4b,Gzma,Mmp12,Phox2b,Rgs13,Tnfrsf1b,Ppp1r9a,Spock3
1586,Lifr,Sh3pxd2b,Hba-a1,Nrros,Nog,S1pr1,Cdh2,Defb45,Syn1,Cbx6,Lrig1,Dpp6
1587,Zfp592,Tnnt2,Gask1b,Wdfy4,Slc30a10,AI467606,Phka2,Peg3,Ccdc102a,Fer1l6,Cd79b,K230015D01Rik
1588,Fgd2,Asf1b,Wfdc18,Brf1,Atl1,Tff2,Fabp1,Celf3,Rian,Sdf2l1,Cps1,Pstk
1589,Kdm1b,Acpp,Sgcb,Fbxl8,Slc6a19,Gcfc2,Elp6,Bex1,Dmtn,Rbms1,Lyrm7,Fabp4
1590,Rasl12,Fcrls,Vat1l,Zscan20,Apoa4,N4bp2os,Gins3,Agtpbp1,Rdh16,Nkapd1,Gpr132,B4galt2
1591,Gpsm3,Glipr2,Resp18,Alox5ap,Tceal5,Gpr19,Rab3c,Nab2,Vstm2l,Frmd6,Bank1,Kif5c
1592,Abat,Plat,Ccdc149,Utp15,Mir100hg,Emp1,Il1b,Gimap6,Ublcp1,Snapc4,Cmah,Peg3
1593,Gm34030,Rasa4,Grk3,Fgd2,Prkcb,Mmp7,Ctsw,Lbp,Nptxr,Nfat5,Scgb3a1,Pik3c2a
1594,Gga2,Baiap2l2,Galr2,Kansl2,Matk,5330417C22Rik,Exph5,Ifrd1,Irgm2,Pdlim4,Cd68,Hilpda
1595,Armcx1,Rcn1,Angptl7,Tnrc6b,Cfp,Fgd5,4931414P19Rik,Igtp,Npnt,Qpctl,Card11,Scara5
1596,Asph,Htr3a,Aldh1a3,Borcs5,Cxcl10,Emsy,Ache,Cxcl13,C9orf72,Serpinh1,Fcrl1,Npc1l1
1597,Ly6d,Paqr7,Phip,Smpx,E2f3,Hvcn1,Zfp58,Rbms3,Steap4,Prpf4,Tube1,Lgi4
1598,Pprc1,Grik5,Chl1,Ric1,Cd19,Npy1r,Nfat5,Evc2,Ptbp2,Prlr,Amdhd2,Slc35d3
1599,Rasa3,AW551984,Bend5,Lix1,Zdhhc8,Fcna,Cybrd1,Selenon,Bcas3,Prss23,Blk,Fasn
1600,Kcnab2,Mmp9,Duoxa2,Tead4,Frem2,Lrrk1,Tnfrsf23,Fabp5,Slc43a3,Pogk,Fbxo46,2310079G19Rik
1601,Hoxd10,Ahi1,Cckar,Slc6a13,Prdm6,Itgb7,Lpl,Inmt,Dmkn,Cc2d2a,Chek1,Mapt
1602,Syt4,Spns2,Ahi1,Fgr,Emilin2,Calcrl,Olfr78,Tap1,Snhg11,Tbp,Il1b,Arhgef25
1603,Rdh16,Arhgap45,H2-Q7,Fam49a,Tubb2b,Eipr1,Espl1,Fgf13,Kdm1b,Adgrl1,Gimap8,Rasl12
1604,Tnnt2,Zcchc12,Upf3b,Gm4924,Hp,Exph5,Cebpb,Sulf1,Mdfic,Mga,Runx3,Map6
1605,Mgl2,Tmod2,Schip1,Rasgrp3,Rasl12,Fignl2,Ccl12,Mdfic,Slc39a8,Ttll10,Cd209g,Meis1
1606,Fyn,Peli2,Mcub,Mettl14,Tmem173,I830077J02Rik,Fsd1l,Ro60,Cox8b,Rbm34,Ric1,Dcaf10
1607,Ache,Mdfic,Tph1,Mndal,Rel,Fabp1,Phf21b,Fxyd2,Col20a1,Ccnk,Orc3,Slc5a7
1608,Fendrr,Ptpro,Npnt,Nhlrc1,Npc1l1,Zfp956,Ccdc14,Mir100hg,Cdh2,Nhej1,Slc9a5,Nmu
1609,Tnfrsf1b,Trim44,Eef1e1,Card11,Dmd,H2-DMb2,Knstrn,Mypop,Ccl5,Poglut2,Prpf4,Sfrp2
1610,Chn1,Nnat,Tubb4a,Clca4b,Camp,Vamp1,Aif1,Bin1,Cplx1,Vwf,Klk1b4,Lgi2
1611,Mapt,Ptprz1,Scg2,Siglecg,Ryr3,Espl1,Peg3,Htr2b,Sv2a,Gpc1,Hilpda,Ina
1612,Epdr1,Celf4,Tmem59l,Iapp,Gjc2,Guca2b,Atl1,Slc2a3,Pnliprp2,Fgfr4,Rasgrp4,Nptxr
1613,Dbh,Selplg,Ptger1,Tnfrsf13c,Kcnh2,Il1rl1,Mycbpap,Ccdc152,Spib,Itgb2,Rbm8a2,Syt11
1614,Pld2,Rfc3,Kptn,Il7r,Fcmr,Bcl2a1a,Rel,Gng4,Nefl,Slc10a2,Ccr2,Hoxa2
1615,Syt11,Ly6d,Cttnbp2,Kctd14,Trim34a,Pla2g7,Slc27a2,Caly,Vill,Col8a1,E2f2,Aldoart1
1616,Lrrk2,Nnmt,Ipo9,Trmt9b,Caskin1,Adam8,Dck,Pik3c2a,Col6a1,Emsy,Cebpb,Neurod1
1617,Lrch2,Lpcat1,Ctla2a,Adam8,Adgrl1,Btla,C430042M11Rik,Ptprz1,Apol7c,Gca,Zfp992,Chrdl2
1618,Pde4b,Cckar,Kcnip1,Pclo,Rcan2,Podn,Gbp8,Abca8a,Pcdh17,Yod1,Serpina9,Nxn
1619,Sipa1,Vamp1,Chrdl1,Ripor2,Lonrf2,Kat8,Gga2,Sspn,Scoc,Dnph1,Il22ra2,Dpp10
1620,Slc18a3,Entpd1,Fez1,Gramd2,Rnf144b,Cacna1b,Kdr,Amigo2,Dbh,Ccdc9b,Pprc1,Cnih2
1621,Nefl,Bend5,Pi16,Elp6,Ms4a8a,Rgcc,Jmy,P2rx2,Cebpb,Hao2,Ifitm6,Nanp
1622,Mafb,Grp,Kif5a,Ppfia3,Mmd2,Il7r,Arf2,Cnr1,Kmt5c,Usp49,Tipin,Ppp2r2c
1623,Lmo2,Sfrp5,Hspa1b,Jmjd7,Ccl20,Irf4,Usp49,1110051M20Rik,Uvrag,Scn7a,Sox17,Wfdc1
1624,Rbms1,Tpx2,Rnf150,Ifi209,Btbd9,Itgam,Rab26os,S100z,Fst,Grk3,Lilr4b,Eef1a2
1625,Tmod2,Scgn,Hoxa7,Stt3a,Gatm,Msr1,Cxcl10,Cdh5,Eipr1,Sgce,Sema7a,Gfra1
1626,Reep1,Ckap2l,Foxf2,Zc3h13,Myoc,Tpx2,S100z,Tmem179,Cd74,Lepr,Gm20939,Morn4
1627,H2-Q7,Rfc4,Zfhx3,Mir142hg,Papss2,Ms4a4b,Fzd9,Arhgap10,Tubb4a,Chrnb4,Ms4a1,Fbxo46
1628,Mogs,Gja1,Mfap2,Rasal3,Asic2,Npm3,Gnl3,Rgs7bp,Thy1,Fktn,2900076A07Rik,Nrsn1
1629,Psip1,Cherp,Tmem191c,Rad54b,Vwf,Klrb1b,Lrp4,Hap1,Aatk,Casc4,Rtp4,Npy1r
1630,Klf7,Nrtn,Yipf2,Ankrd12,Sgsm2,Pirb,Bcl2a1b,Aatk,Elavl4,Gsta3,Sell,Dnajb5
1631,Syt1,Abce1,Heg1,Rgs14,Grin1,Sema3f,Acaca,Casp12,Rit2,Hopx,Rad54b,Minar2
1632,Pip4k2b,Dip2c,Pear1,Ikzf1,Rtp4,F13a1,Dok1,Nrtn,Rgs7bp,Tnxb,Tmem273,Crmp1
1633,Iglc1,Gpr20,Spock2,Acap1,Kcnt2,C2cd2,Sgo2a,Trim34a,Lrig2,Pcdh7,Intu,Apoc1
1634,1110051M20Rik,Adamts1,Syp,Cr2,Gal,Stox2,Hoxa2,Map6,Gm1673,Hoxb5,4931414P19Rik,Firre
1635,Mcm3,Pcsk2,Kcnn3,Zswim6,Gpnmb,Gnl3l,Cadps,Elavl4,Rtp4,Tubb6,Zfp58,Lhfpl5
1636,Lst1,Kcna2,Dpysl3,Adcy7,Gstp3,Esam,Iglc2,Tmem158,Map6,Rrm2,Mrc1,Syp
1637,Snhg15,Evl,Pid1,Apol9a,Il6st,Ncf4,Cc2d2a,Zcchc18,Slc6a19,Tmem252,Samsn1,Tceal5
1638,Rspo3,Rassf2,Pde4b,Chek1,Garnl3,B3gnt6,Npc1l1,Cyp2f2,Mamdc2,Tagap1,Slpi,Sema3f
1639,Ampd2,Nrep,Lyve1,Gpd1,Gucy1a1,Oxr1,Lpxn,Ccdc102a,Trpv2,Uvrag,Egln3,Sfrp5
1640,Il33,Heg1,Mir100hg,Cd22,Lrig2,Angptl8,Uvrag,Sez6l2,Xk,Slc12a4,Dnmt1,Pla2g4c
1641,Htr2b,Ces1e,Rpp14,Zfp992,Ccdc184,Akna,Iglc1,Piezo1,Prpf40b,Il15,Madcam1,Htr2b
1642,Icam1,Cyth4,Pf4,Shmt1,1700003I22Rik,Hspe1-rs1,Esco2,Oxr1,Axl,Bcas3,Btla,Efemp1
1643,Faim2,Zcchc18,Cidec,Ms4a1,Irgm2,Etv5,Vps13c,Cadm3,Fam118a,Osbpl8,Gins3,Cadps
1644,Phox2b,Snap25,Rnf32,Nfat5,Pnmal1,Rasal3,Isg15,Glipr1,Traf2,Per1,Pde2a,Prodh
1645,Phlpp2,Mef2c,Cracr2a,Clca3a2,Dclk1,Irf7,Cd1d1,Faim2,Dnase1l3,Adgre1,Cdkn1b,Sv2a
1646,Kif1a,Syngr3,Pcbp3,Lrig2,Moxd1,Abraxas1,Sclt1,Dner,Necab2,Lst1,Ighg2b,Nefm
1647,Pxdc1,Sgcb,Rgs4,Clca3a1,Chil1,Trim7,Pik3r5,Dock8,Slco4a1,Igf1r,1010001B22Rik,Gucy1a1
1648,Ceacam10,Ceacam12,Cntn1,Clca4a,Cnih2,Fermt3,Rit2,Ccn2,Ccl17,Tie1,Ccdc152,Anxa3
1649,Kcna2,Myo5a,Kmt5c,Sash3,Neurl1a,Ccdc88b,Stx18,Rsad2,Fads1,Gm1965,Tap1,Nsg1
1650,Dse,Il33,Mettl16,Haao,Jph3,5830408C22Rik,1700003I22Rik,Syp,Fgf13,Wfdc17,Stab1,Sez6
1651,Syngr3,Mars,Bnip2,Evi2a,Tgfb3,Mtmr10,Mettl16,Mapk8ip2,Creld1,F13a1,Hemk1,Alg11
1652,Sfrp5,Aurka,Calcb,Hepacam,Kcna2,Svep1,Zfp760,C1ra,Hoxb4,Entpd1,9430065F17Rik,A130010J15Rik
1653,Lbp,Dtx1,Ggt1,Bank1,Serpini1,Pf4,Ptprn,Ncam1,Wdr6,Gin1,Ifi209,Rbms3
1654,Fgf13,Chrna3,Nav2,Gbp6,Scn11a,4931414P19Rik,Oxr1,Galnt18,Igtp,Abca8a,Gpr183,Mn1
1655,mt-Nd2,Ltc4s,S100b,Tnfrsf13b,Ankrd44,Strip2,9230105E05Rik,Vat1l,Tapt1,Vcam1,Tspan32,Adgrb2
1656,Telo2,Nab2,Tmod1,Gpr132,Zdhhc17,Pdzk1ip1,Nhej1,Magee1,Syt4,Melk,Cd209a,Gm34030
1657,Podxl,Kcnip1,Ppp1r1a,Gnl3,Vgf,Cxxc5,Syt5,Nexn,Apol9a,Snx18,Nup155,Chka
1658,Fabp4,Creld1,Tafa5,Hdhd3,Adipoq,Nfkbie,Gpd1,Mfap3l,Tm4sf1,Spon2,2410006H16Rik,Gprasp2
1659,Ret,Ndufa4l2,Nkain4,Retn,Msln,Hs2st1,Gng4,Syt1,Ighg1,C1qtnf3,Cd22,Wapl
1660,Nptxr,Pqlc1,Ppp1r9a,Cxcl9,Ppp1r15a,Abcc6,Abcc8,Ifi47,Selenon,Itm2c,Klrb1b,Olfr78
1661,Osr1,Ddx27,Gfra1,Tnnt2,Tmeff2,Prpf3,2610008E11Rik,Vwf,Nnat,Bcap29,Agbl5,Peli2
1662,Ly6h,Mlxipl,Rapgef3,Prlr,Lum,Elp2,Zfp592,Icam2,Gjc1,Dhx33,Tnfrsf13c,Angptl8
